X_data,Y_data
543 81110 110827 9664 INFO dfs DataNode PacketResponder PacketResponder 1 for block blk3318864983801406136 terminating dc2c74b7 ,0
544 81110 110921 35 INFO dfs FSNamesystem BLOCK NameSystem allocateBlock user root rand temporary task2008111010240001m0011970 part01197 blk5255262711039499896 3d91fa85 ,0
545 81110 110933 9676 INFO dfs DataNode DataXceiver Receiving block blk3612946656596896413 src 10 251 105 189 48488 dest 10 251 105 189 50010 09a53393 ,0
546 81110 110942 9749 INFO dfs DataNode PacketResponder Received block blk8751697793900992450 of size 67108864 from 10 251 71 16 e3df2680 ,0
547 81110 111026 9675 INFO dfs DataNode DataXceiver Receiving block blk5816171803790152026 src 10 251 194 102 43940 dest 10 251 194 102 50010 09a53393 ,0
548 81110 111043 26 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 66 192 50010 is added to blk6068587951382721748 size 67108864 5d5de21c ,0
549 81110 111043 30 INFO dfs FSNamesystem BLOCK NameSystem allocateBlock user root rand temporary task2008111010240001m0013530 part01353 blk5782729236964719738 3d91fa85 ,0
550 81110 111229 9504 INFO dfs DataNode PacketResponder Received block blk2856928563366064757 of size 67108864 from 10 251 42 9 e3df2680 ,0
551 81110 111248 9723 INFO dfs DataNode PacketResponder PacketResponder 2 for block blk8348114876238571434 terminating dc2c74b7 ,0
552 81110 111308 9973 INFO dfs DataNode DataXceiver Receiving block blk1744485040428751334 src 10 250 5 237 52234 dest 10 250 5 237 50010 09a53393 ,0
553 81110 111404 30 INFO dfs FSNamesystem BLOCK NameSystem allocateBlock user root rand temporary task2008111010240001m0014950 part01495 blk7592643790414500555 3d91fa85 ,0
554 81110 111405 9848 INFO dfs DataNode PacketResponder Received block blk5960135894031733009 of size 67108864 from 10 251 126 83 e3df2680 ,0
555 81110 111409 28 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 250 14 143 50010 is added to blk8952177028039691517 size 67108864 5d5de21c ,0
556 81110 111415 30 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 250 13 240 50010 is added to blk939695665085237271 size 67108864 5d5de21c ,0
557 81110 111547 33 INFO dfs FSNamesystem BLOCK NameSystem allocateBlock user root rand temporary task2008111010240001m0015870 part01587 blk6374836031306809839 3d91fa85 ,0
558 81110 111638 10033 INFO dfs DataNode DataXceiver Receiving block blk1394107495884949139 src 10 250 10 100 33314 dest 10 250 10 100 50010 09a53393 ,0
559 81110 111647 9920 INFO dfs DataNode PacketResponder PacketResponder 1 for block blk1751996688557225241 terminating dc2c74b7 ,0
560 81110 111650 26 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 127 47 50010 is added to blk3990317238913332296 size 67108864 5d5de21c ,0
561 81110 111732 9557 INFO dfs DataNode PacketResponder PacketResponder 0 for block blk7837529475466774167 terminating dc2c74b7 ,0
562 81110 111748 9582 INFO dfs DataNode DataXceiver Receiving block blk1057763407402503745 src 10 251 30 134 36059 dest 10 251 30 134 50010 09a53393 ,0
563 81110 111807 29 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 67 113 50010 is added to blk8988793695103110546 size 67108864 5d5de21c ,0
564 81110 111826 9879 INFO dfs DataNode PacketResponder Received block blk5340841684362207777 of size 67108864 from 10 251 198 33 e3df2680 ,0
565 81110 111909 31 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 123 99 50010 is added to blk2600305892036631113 size 67108864 5d5de21c ,0
566 81110 111958 26 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 107 19 50010 is added to blk2144263949276079479 size 3547172 5d5de21c ,0
567 81110 112055 10002 INFO dfs DataNode DataXceiver Receiving block blk6927870228542972281 src 10 250 7 230 41059 dest 10 250 7 230 50010 09a53393 ,0
568 81110 112152 9621 INFO dfs DataNode PacketResponder PacketResponder 0 for block blk6610244864386894422 terminating dc2c74b7 ,0
569 81110 112155 13 INFO dfs DataBlockScanner Verification succeeded for blk774612454978154966 32777b38 ,0
570 81110 112234 9888 INFO dfs DataNode DataXceiver Receiving block blk6672666770563118759 src 10 251 71 68 44457 dest 10 251 71 68 50010 09a53393 ,0
571 81110 112310 9858 INFO dfs DataNode DataXceiver Receiving block blk4783621682384104986 src 10 251 193 224 52556 dest 10 251 193 224 50010 09a53393 ,0
572 81110 112324 9997 INFO dfs DataNode PacketResponder PacketResponder 0 for block blk1387034299358896632 terminating dc2c74b7 ,0
573 81110 112448 27 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 111 228 50010 is added to blk5012639079435860269 size 67108864 5d5de21c ,0
574 81110 112511 10021 INFO dfs DataNode PacketResponder Received block blk5600017220681756254 of size 67108864 from 10 251 214 130 e3df2680 ,0
575 81110 112516 10267 INFO dfs DataNode DataXceiver Receiving block blk8235751201501175836 src 10 250 11 194 37449 dest 10 250 11 194 50010 09a53393 ,0
576 81110 112615 9713 INFO dfs DataNode DataXceiver Receiving block blk8838161455213213548 src 10 251 199 150 58165 dest 10 251 199 150 50010 09a53393 ,0
577 81110 112629 10027 INFO dfs DataNode PacketResponder Received block blk3741526967786688540 of size 67108864 from 10 251 74 79 e3df2680 ,0
578 81110 112653 10042 INFO dfs DataNode PacketResponder Received block blk120277101968534224 of size 67108864 from 10 251 122 65 e3df2680 ,0
579 81110 112716 9992 INFO dfs DataNode DataXceiver Receiving block blk7535677865140289610 src 10 251 26 131 47660 dest 10 251 26 131 50010 09a53393 ,0
580 81110 112739 10109 INFO dfs DataNode PacketResponder Received block blk5814328448485070742 of size 67108864 from 10 251 74 134 e3df2680 ,0
581 81110 112744 28 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 250 10 100 50010 is added to blk1021828391502582165 size 67108864 5d5de21c ,0
582 81110 112807 35 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 38 53 50010 is added to blk3202507081359904616 size 67108864 5d5de21c ,0
583 81110 113017 10093 INFO dfs DataNode DataXceiver Receiving block blk102441832197223997 src 10 251 123 195 49611 dest 10 251 123 195 50010 09a53393 ,0
584 81110 113407 10381 INFO dfs DataNode PacketResponder Received block blk3242229894054064344 of size 3540106 from 10 250 15 240 e3df2680 ,0
585 81110 113636 19 INFO dfs FSDataset Deleting block blk7601381921195183756 file mnt hadoop dfs data current subdir48 blk7601381921195183756 dba996ef ,0
586 81110 113919 10209 INFO dfs DataNode PacketResponder Received block blk2157471834570224881 of size 67108864 from 10 251 126 22 e3df2680 ,0
587 81110 113952 10299 INFO dfs DataNode PacketResponder Received block blk7029628814943626474 of size 67108864 from 10 250 7 230 e3df2680 ,0
588 81110 113955 10279 INFO dfs DataNode DataXceiver Receiving block blk931590117143327078 src 10 251 42 191 44480 dest 10 251 42 191 50010 09a53393 ,0
589 81110 114005 10102 INFO dfs DataNode PacketResponder PacketResponder 1 for block blk4967492069970766092 terminating dc2c74b7 ,0
590 81110 114019 10028 INFO dfs DataNode PacketResponder PacketResponder 2 for block blk1485317050914225917 terminating dc2c74b7 ,0
591 81110 114020 10232 INFO dfs DataNode DataXceiver Receiving block blk1727371778357941761 src 10 251 126 255 42844 dest 10 251 126 255 50010 09a53393 ,0
592 81110 114119 34 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 26 177 50010 is added to blk2402036602753320612 size 67108864 5d5de21c ,0
593 81110 114144 10436 INFO dfs DataNode PacketResponder Received block blk1849105860762445186 of size 67108864 from 10 251 91 229 e3df2680 ,0
594 81110 114231 10363 INFO dfs DataNode DataXceiver Receiving block blk7820996703068538967 src 10 251 35 1 59569 dest 10 251 35 1 50010 09a53393 ,0
595 81110 114309 29 INFO dfs FSNamesystem BLOCK NameSystem allocateBlock user root randtxt2 temporary task2008111010240002m0002990 part00299 blk4984150784048864430 3d91fa85 ,0
596 81110 114315 10226 INFO dfs DataNode PacketResponder Received block blk1646909113279517647 of size 67108864 from 10 251 214 130 e3df2680 ,0
597 81110 114319 33 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 25 237 50010 is added to blk8145226289286457574 size 67108864 5d5de21c ,0
598 81110 114347 35 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 214 18 50010 is added to blk5809900021002850724 size 67108864 5d5de21c ,0
599 81110 114354 10356 INFO dfs DataNode DataXceiver Receiving block blk2735034460607366827 src 10 251 91 15 57370 dest 10 251 91 15 50010 09a53393 ,0
600 81110 114357 10454 INFO dfs DataNode DataXceiver Receiving block blk7486746679002157277 src 10 251 42 207 57669 dest 10 251 42 207 50010 09a53393 ,0
601 81110 114449 10421 INFO dfs DataNode DataXceiver Receiving block blk8876879715755468215 src 10 251 111 80 43834 dest 10 251 111 80 50010 09a53393 ,0
602 81110 114454 30 INFO dfs FSNamesystem BLOCK NameSystem allocateBlock user root randtxt2 temporary task2008111010240002m0000540 part00054 blk4139299269696044017 3d91fa85 ,0
603 81110 114504 10561 INFO dfs DataNode DataXceiver Receiving block blk591323161994959677 src 10 251 195 33 50123 dest 10 251 195 33 50010 09a53393 ,0
604 81110 114637 10468 INFO dfs DataNode PacketResponder PacketResponder 1 for block blk5828360070550196756 terminating dc2c74b7 ,0
605 81110 114717 10303 INFO dfs DataNode PacketResponder PacketResponder 2 for block blk7683667795522321323 terminating dc2c74b7 ,0
606 81110 114724 10433 INFO dfs DataNode DataXceiver Receiving block blk7733243482102436613 src 10 250 6 223 34069 dest 10 250 6 223 50010 09a53393 ,0
607 81110 114738 10395 INFO dfs DataNode DataXceiver Receiving block blk2980964138205299397 src 10 251 110 196 53450 dest 10 251 110 196 50010 09a53393 ,0
608 81110 115017 31 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 127 191 50010 is added to blk1589878256898761558 size 67108864 5d5de21c ,0
609 81110 115202 10582 INFO dfs DataNode DataXceiver Receiving block blk2746863406163228797 src 10 251 39 160 35642 dest 10 251 39 160 50010 09a53393 ,1
610 81110 115204 10569 INFO dfs DataNode DataXceiver Receiving block blk3067558337579347170 src 10 250 6 191 34137 dest 10 250 6 191 50010 09a53393 ,0
611 81110 115226 10579 INFO dfs DataNode DataXceiver Receiving block blk8992894896370738220 src 10 251 43 210 54766 dest 10 251 43 210 50010 09a53393 ,0
612 81110 115408 10446 INFO dfs DataNode DataXceiver Receiving block blk7230947007726948080 src 10 251 29 239 53564 dest 10 251 29 239 50010 09a53393 ,0
613 81110 115526 10492 INFO dfs DataNode DataXceiver Receiving block blk1869228153483717375 src 10 251 203 4 56599 dest 10 251 203 4 50010 09a53393 ,0
614 81110 115614 28 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 65 203 50010 is added to blk3949633496933134307 size 67108864 5d5de21c ,0
615 81110 115700 10671 INFO dfs DataNode PacketResponder PacketResponder 1 for block blk8745453424063341007 terminating dc2c74b7 ,0
616 81110 115734 10668 INFO dfs DataNode PacketResponder Received block blk2117066166574895060 of size 67108864 from 10 251 73 188 e3df2680 ,0
617 81110 115737 27 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 195 33 50010 is added to blk512039711533506696 size 67108864 5d5de21c ,0
618 81110 115742 10672 INFO dfs DataNode PacketResponder PacketResponder 1 for block blk6017354285686373326 terminating dc2c74b7 ,0
619 81110 115804 32 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 126 83 50010 is added to blk5176855630425795751 size 67108864 5d5de21c ,0
620 81110 115934 10597 INFO dfs DataNode PacketResponder Received block blk4433556521525567493 of size 28492032 from 10 250 6 4 e3df2680 ,0
621 81110 120103 10778 INFO dfs DataNode PacketResponder PacketResponder 2 for block blk5321676321043683563 terminating dc2c74b7 ,0
622 81110 120139 10638 INFO dfs DataNode PacketResponder PacketResponder 1 for block blk357695136519539363 terminating dc2c74b7 ,0
623 81110 120233 27 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 111 37 50010 is added to blk7603740654202748654 size 67108864 5d5de21c ,0
624 81110 120246 10414 INFO dfs DataNode PacketResponder PacketResponder 1 for block blk1279439901767890758 terminating dc2c74b7 ,0
625 81110 120247 10427 INFO dfs DataNode DataXceiver Receiving block blk8942969309743886844 src 10 251 110 68 58266 dest 10 251 110 68 50010 09a53393 ,0
626 81110 120247 10525 INFO dfs DataNode PacketResponder Received block blk469871968689793326 of size 67108864 from 10 251 30 179 e3df2680 ,0
627 81110 120410 35 INFO dfs FSNamesystem BLOCK NameSystem allocateBlock user root randtxt2 temporary task2008111010240002m0010800 part01080 blk2847401988110989655 3d91fa85 ,0
628 81110 120429 29 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 197 226 50010 is added to blk4307207852226914003 size 67108864 5d5de21c ,0
629 81110 120516 31 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 73 220 50010 is added to blk3506875694435075421 size 67108864 5d5de21c ,0
630 81110 120524 26 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 202 134 50010 is added to blk4945182943709543868 size 67108864 5d5de21c ,0
631 81110 120621 32 INFO dfs FSNamesystem BLOCK NameSystem allocateBlock user root randtxt2 temporary task2008111010240002m0008090 part00809 blk7550266985912909372 3d91fa85 ,0
632 81110 120718 34 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 215 192 50010 is added to blk4619809198345103330 size 67108864 5d5de21c ,0
633 81110 120807 10546 INFO dfs DataNode PacketResponder Received block blk4614530673206341566 of size 67108864 from 10 251 91 229 e3df2680 ,0
634 81110 120857 29 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 201 204 50010 is added to blk6125469222540396851 size 67108864 5d5de21c ,0
635 81110 120931 10872 INFO dfs DataNode DataXceiver Receiving block blk6868050965297613251 src 10 251 201 204 47734 dest 10 251 201 204 50010 09a53393 ,0
636 81110 121045 10833 INFO dfs DataNode DataXceiver Receiving block blk7266711648018793699 src 10 251 31 242 47086 dest 10 251 31 242 50010 09a53393 ,0
637 81110 121136 10865 INFO dfs DataNode DataXceiver Receiving block blk9146254623576405494 src 10 250 7 146 60294 dest 10 250 7 146 50010 09a53393 ,0
638 81110 121153 10880 INFO dfs DataNode PacketResponder Received block blk6966935672736779591 of size 67108864 from 10 251 90 64 e3df2680 ,0
639 81110 121156 11034 INFO dfs DataNode DataXceiver Receiving block blk7411687001739959508 src 10 251 122 65 46080 dest 10 251 122 65 50010 09a53393 ,0
640 81110 121202 11005 INFO dfs DataNode PacketResponder PacketResponder 2 for block blk6514181997629420906 terminating dc2c74b7 ,0
641 81110 121248 10737 INFO dfs DataNode DataXceiver Receiving block blk4434479572312007079 src 10 251 30 101 60539 dest 10 251 30 101 50010 09a53393 ,0
642 81110 121402 10935 INFO dfs DataNode PacketResponder PacketResponder 1 for block blk3339018122410311668 terminating dc2c74b7 ,0
643 81110 121647 30 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 91 32 50010 is added to blk5272761429354463572 size 67108864 5d5de21c ,0
644 81110 121711 11025 INFO dfs DataNode PacketResponder PacketResponder 2 for block blk1680563440028826904 terminating dc2c74b7 ,0
645 81110 121758 10889 INFO dfs DataNode PacketResponder Received block blk5671206752084326639 of size 67108864 from 10 251 214 67 e3df2680 ,0
646 81110 121758 13 INFO dfs DataBlockScanner Verification succeeded for blk1649162819905816843 32777b38 ,0
647 81110 121943 29 INFO dfs FSNamesystem BLOCK NameSystem allocateBlock user root randtxt2 temporary task2008111010240002m0013350 part01335 blk2541428592126088938 3d91fa85 ,0
648 81110 121951 30 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 66 3 50010 is added to blk6547729596040509998 size 67108864 5d5de21c ,1
649 81110 122121 10760 INFO dfs DataNode DataXceiver Receiving block blk3673133694834392576 src 10 251 109 209 49088 dest 10 251 109 209 50010 09a53393 ,0
650 81110 122207 11264 INFO dfs DataNode PacketResponder Received block blk48742413802609430 of size 67108864 from 10 251 106 10 e3df2680 ,0
651 81110 122210 11081 INFO dfs DataNode DataXceiver Receiving block blk6085274723649229095 src 10 251 127 191 51113 dest 10 251 127 191 50010 09a53393 ,0
652 81110 122309 11240 INFO dfs DataNode PacketResponder Received block blk227411387418683230 of size 67108864 from 10 251 194 213 e3df2680 ,0
653 81110 122314 29 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 31 160 50010 is added to blk3079488924320077240 size 67108864 5d5de21c ,0
654 81110 122407 11042 INFO dfs DataNode PacketResponder Received block blk692184983396207285 of size 67108864 from 10 250 6 214 e3df2680 ,0
655 81110 122444 30 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 66 102 50010 is added to blk5009274684359267777 size 67108864 5d5de21c ,0
656 81110 122607 11193 INFO dfs DataNode PacketResponder Received block blk2599050023684318911 of size 67108864 from 10 251 106 10 e3df2680 ,0
657 81110 122609 26 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 123 195 50010 is added to blk3911263675181899748 size 67108864 5d5de21c ,0
658 81110 122630 10903 INFO dfs DataNode DataXceiver Receiving block blk5641239200978828454 src 10 251 42 9 51808 dest 10 251 42 9 50010 09a53393 ,0
659 81110 122648 11281 INFO dfs DataNode DataXceiver Receiving block blk8852638972311349374 src 10 251 107 227 46913 dest 10 251 107 227 50010 09a53393 ,0
660 81110 122702 11168 INFO dfs DataNode DataXceiver Receiving block blk719498947487451844 src 10 251 125 193 52079 dest 10 251 125 193 50010 09a53393 ,0
661 81110 122717 27 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 66 63 50010 is added to blk3170270010972115378 size 67108864 5d5de21c ,0
662 81110 122719 11316 INFO dfs DataNode DataXceiver Receiving block blk6988110707613820142 src 10 251 123 132 47658 dest 10 251 123 132 50010 09a53393 ,0
663 81110 123008 11210 INFO dfs DataNode PacketResponder PacketResponder 1 for block blk1490623381339215624 terminating dc2c74b7 ,0
664 81110 123012 10997 INFO dfs DataNode DataXceiver Receiving block blk2192382893903170466 src 10 251 201 204 36915 dest 10 251 201 204 50010 09a53393 ,0
665 81110 123040 26 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 203 149 50010 is added to blk6247364168500873179 size 67108864 5d5de21c ,0
666 81110 123114 33 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 125 237 50010 is added to blk4234385041723406944 size 67108864 5d5de21c ,0
667 81110 123132 11170 INFO dfs DataNode PacketResponder Received block blk8968608251219902913 of size 67108864 from 10 251 195 52 e3df2680 ,0
668 81110 123237 30 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 250 10 100 50010 is added to blk8502460962248995911 size 28489733 5d5de21c ,0
669 81110 123252 11126 INFO dfs DataNode PacketResponder Received block blk1201318815778694289 of size 67108864 from 10 251 194 147 e3df2680 ,0
670 81110 123252 11243 INFO dfs DataNode PacketResponder Received block blk9089815063425241739 of size 67108864 from 10 251 126 255 e3df2680 ,0
671 81110 123309 29 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 214 32 50010 is added to blk1389634598105954660 size 67108864 5d5de21c ,0
672 81110 123401 10856 INFO dfs DataNode PacketResponder Received block blk557803157214911261 of size 67108864 from 10 251 198 196 e3df2680 ,0
673 81110 123453 27 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 42 9 50010 is added to blk1435656632270396446 size 28490269 5d5de21c ,0
674 81110 123517 11398 INFO dfs DataNode PacketResponder PacketResponder 2 for block blk7345322407792942877 terminating dc2c74b7 ,0
675 81110 123541 11406 INFO dfs DataNode PacketResponder PacketResponder 1 for block blk8939321760994370713 terminating dc2c74b7 ,0
676 81110 123543 11010 INFO dfs DataNode PacketResponder PacketResponder 0 for block blk3958940914408609637 terminating dc2c74b7 ,0
677 81110 123726 30 INFO dfs FSNamesystem BLOCK NameSystem allocateBlock user root randtxt2 temporary task2008111010240002m0019681 part01968 blk5106303344783117537 3d91fa85 ,0
678 81110 123810 11328 INFO dfs DataNode DataXceiver Receiving block blk6628512193350164674 src 10 251 73 220 33460 dest 10 251 73 220 50010 09a53393 ,0
679 81110 123827 11309 INFO dfs DataNode PacketResponder PacketResponder 1 for block blk5587827566367944828 terminating dc2c74b7 ,0
680 81110 124158 11529 INFO dfs DataNode DataXceiver 10 250 11 53 50010 Served block blk743349875664670637 to 10 250 11 53 626085d5 ,0
681 81110 124159 11369 WARN dfs DataNode DataXceiver 10 251 70 5 50010 Got exception while serving blk4581070264530964999 to 10 250 13 188 81cee340 ,0
682 81110 124817 11533 WARN dfs DataNode DataXceiver 10 251 74 79 50010 Got exception while serving blk2139707931694085102 to 10 251 111 228 81cee340 ,0
683 81110 125138 11558 WARN dfs DataNode DataXceiver 10 251 42 246 50010 Got exception while serving blk3056652732896088330 to 10 251 27 63 81cee340 ,0
684 81110 125914 11536 WARN dfs DataNode DataXceiver 10 250 13 188 50010 Got exception while serving blk73389299186801686 to 10 251 123 33 81cee340 ,0
685 81110 125920 11517 WARN dfs DataNode DataXceiver 10 251 42 16 50010 Got exception while serving blk4963214289850966664 to 10 251 202 181 81cee340 ,0
686 81110 130315 11823 WARN dfs DataNode DataXceiver 10 251 71 240 50010 Got exception while serving blk8082428389627750477 to 10 251 71 97 81cee340 ,0
687 81110 130558 11608 INFO dfs DataNode DataXceiver 10 251 39 192 50010 Served block blk6338761369201338121 to 10 251 90 81 626085d5 ,0
688 81110 131041 11754 WARN dfs DataNode DataXceiver 10 251 122 38 50010 Got exception while serving blk7489155602821840025 to 10 251 26 8 81cee340 ,0
689 81110 131128 11976 INFO dfs DataNode DataXceiver 10 251 67 225 50010 Served block blk2038610753592374847 to 10 250 18 114 626085d5 ,0
690 81110 131233 11867 WARN dfs DataNode DataXceiver 10 251 197 226 50010 Got exception while serving blk2101007907134483259 to 10 251 31 242 81cee340 ,0
691 81110 131806 11757 WARN dfs DataNode DataXceiver 10 251 26 177 50010 Got exception while serving blk3848747149919646864 to 10 251 125 174 81cee340 ,0
692 81110 131950 11797 WARN dfs DataNode DataXceiver 10 251 30 85 50010 Got exception while serving blk8059204889272489644 to 10 250 7 96 81cee340 ,0
693 81110 132523 11832 WARN dfs DataNode DataXceiver 10 251 39 179 50010 Got exception while serving blk1683075246463470765 to 10 250 14 38 81cee340 ,0
694 81110 133337 11768 INFO dfs DataNode DataXceiver 10 250 10 100 50010 Served block blk9216955386716663841 to 10 251 90 64 626085d5 ,0
695 81110 133657 11701 WARN dfs DataNode DataXceiver 10 251 123 132 50010 Got exception while serving blk4048438071314937575 to 10 251 194 213 81cee340 ,0
696 81110 133823 11970 INFO dfs DataNode DataXceiver 10 251 203 149 50010 Served block blk1432303681669932458 to 10 250 10 176 626085d5 ,0
697 81110 133946 11947 WARN dfs DataNode DataXceiver 10 251 126 255 50010 Got exception while serving blk1910039736720341651 to 10 251 31 85 81cee340 ,0
698 81110 135429 12030 WARN dfs DataNode DataXceiver 10 251 70 37 50010 Got exception while serving blk1646534811870220828 to 10 250 11 100 81cee340 ,0
699 81110 135645 13 INFO dfs DataBlockScanner Verification succeeded for blk4984504651603069357 32777b38 ,0
700 81110 135653 12034 WARN dfs DataNode DataXceiver 10 251 214 130 50010 Got exception while serving blk424461424221613461 to 10 251 71 193 81cee340 ,0
701 81110 135803 12201 INFO dfs DataNode DataXceiver 10 251 214 18 50010 Served block blk7297060562345904886 to 10 251 29 239 626085d5 ,0
702 81110 135806 12060 WARN dfs DataNode DataXceiver 10 251 215 70 50010 Got exception while serving blk7391656937286046074 to 10 251 107 196 81cee340 ,0
703 81110 142841 28 INFO dfs FSNamesystem BLOCK NameSystem allocateBlock user root sortrand2 temporary task2008111010240003r0002580 part00258 blk387577766066135394 3d91fa85 ,0
704 81110 143222 12360 INFO dfs DataNode DataXceiver Receiving block blk6107935679779418195 src 10 251 43 115 55925 dest 10 251 43 115 50010 09a53393 ,0
705 81110 143232 12469 INFO dfs DataNode PacketResponder PacketResponder 2 for block blk3584162266158512993 terminating dc2c74b7 ,0
706 81110 143318 12458 INFO dfs DataNode PacketResponder PacketResponder 2 for block blk2591043665372016488 terminating dc2c74b7 ,0
707 81110 143336 30 INFO dfs FSNamesystem BLOCK NameSystem allocateBlock user root sortrand2 temporary task2008111010240003r0002570 part00257 blk1732662141253491971 3d91fa85 ,0
708 81110 143353 12141 INFO dfs DataNode DataXceiver Receiving block blk4959462704623252283 src 10 251 125 174 44166 dest 10 251 125 174 50010 09a53393 ,0
709 81110 143430 34 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 250 7 96 50010 is added to blk4553790855855864497 size 67108864 5d5de21c ,0
710 81110 143551 12299 INFO dfs DataNode DataXceiver Receiving block blk3261177124784025140 src 10 251 29 239 43937 dest 10 251 29 239 50010 09a53393 ,0
711 81110 143554 12294 INFO dfs DataNode PacketResponder Received block blk7501235595045510958 of size 67108864 from 10 251 214 67 e3df2680 ,0
712 81110 143613 12543 INFO dfs DataNode DataXceiver Receiving block blk3486808304671603275 src 10 251 30 85 37518 dest 10 251 30 85 50010 09a53393 ,0
713 81110 143651 12577 INFO dfs DataNode DataXceiver Receiving block blk6563909003697001371 src 10 251 39 144 48872 dest 10 251 39 144 50010 09a53393 ,0
714 81110 143725 12558 INFO dfs DataNode PacketResponder PacketResponder 0 for block blk4068667188725811395 terminating dc2c74b7 ,0
715 81110 143736 12448 INFO dfs DataNode DataXceiver Receiving block blk7355153279766988632 src 10 251 194 245 35876 dest 10 251 194 245 50010 09a53393 ,0
716 81110 143920 12287 INFO dfs DataNode DataXceiver Receiving block blk4854562124894030819 src 10 250 10 100 40486 dest 10 250 10 100 50010 09a53393 ,0
717 81110 143945 12653 INFO dfs DataNode PacketResponder Received block blk1828089683746536118 of size 67108864 from 10 250 6 223 e3df2680 ,0
718 81110 144004 12354 INFO dfs DataNode DataXceiver Receiving block blk1345503778930512538 src 10 251 75 163 40307 dest 10 251 75 163 50010 09a53393 ,0
719 81110 144024 32 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 195 70 50010 is added to blk4318179566727871532 size 67108864 5d5de21c ,0
720 81110 144035 12577 INFO dfs DataNode PacketResponder PacketResponder 2 for block blk727000711161641724 terminating dc2c74b7 ,0
721 81110 144100 31 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 123 33 50010 is added to blk2916658835497879256 size 67108864 5d5de21c ,0
722 81110 144201 12384 INFO dfs DataNode PacketResponder Received block blk7227035060836018780 of size 67108864 from 10 250 5 237 e3df2680 ,0
723 81110 144220 28 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 111 209 50010 is added to blk4069436988023676023 size 67108864 5d5de21c ,0
724 81110 144309 12287 INFO dfs DataNode PacketResponder Received block blk3981735565440284420 of size 67108864 from 10 251 127 243 e3df2680 ,0
725 81110 144404 12709 INFO dfs DataNode DataXceiver Receiving block blk728165942214842306 src 10 251 30 179 57828 dest 10 251 30 179 50010 09a53393 ,0
726 81110 144509 12519 INFO dfs DataNode DataXceiver Receiving block blk3157541550945505354 src 10 251 125 193 45917 dest 10 251 125 193 50010 09a53393 ,0
727 81110 144546 29 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 27 63 50010 is added to blk7838843222458775811 size 67108864 5d5de21c ,0
